wie	wie	Pron(inter)
wat	wat	Pron(inter)
hy	hij	Pron(pers,3,sing)
heeft	hebben	V(fin,pres,aux_cop)
bedreven	bedrijven	V(participle,past)
die	de	Pron(rel)
antwerpers	antwerpen	n(sing)
waren	zijn	v(fin,past,aux_cop)
wel	wel	adv(gener)
bedacht	bedenken	v(participle,past)
met	met	adp()
die	de	Art(def)
spaeniaerts	spanjaard	N(prop)
seer	zeer	Adv(gener)
hooch	hoog	Adj()
van	van	Adp()
pracht	pracht	N(sing)
tsestich	zestig	num(card)
schepen	schip	N(plu)
sy	zij	Pron(pers,3,plu)
daer	daar	Adv(dem)
toerusten	voorzitten	V(infin)
daer	daar	pronadv(rel)
mede	mede	adv(gener)
te	te	adp()
comen	komen	v(infin)
in	in	adp()
zeelant	zeeland	N(prop)
moest	moeten	V(fin,past,aux_cop)
haer	zij	Pron(pers,3,plu)
niet	niet	Adv(neg)
wel	wel	adv(gener)
ghelusten	blussen	v(infin)
die	de	Art(def)
schepen	schip	n(plu)
waren	zijn	V(fin,past,aux_cop)
nu	nu	Adv(dem)
toegherust	doorbrengen	v(fin,pres,lex)
met	met	Adp()
vijf	vijf	Num(card)
hondert	honderd	num(card)
metalen	metaal	N(plu)
stucken	stuk	n(plu)
met	met	Adp()
lust	lust	N(sing)
alsoo	alzo	Adv(gener)
men	men	Pron(indef)
mocht	mogen	v(fin,past,aux_cop)
aenschouwen	aanschouwen	v(infin)
maer	maar	Conj(coord)
het	het	Art(def)
gheschiede	geschieden	v(fin,past,lex)
in	in	adp()
corter	kort	adj()
stont	stond	n(sing)
dat	dat	Conj(subord)
sy	zij	pron(pers,3,plu)
quamen	komen	V(fin,past,lex)
int	in+het	Adp()+Art(def)
benouwen	benauwen	V(infin)
sy	zij	Pron(pers,3,plu)
hebben	hebben	V(fin,pres,aux_cop)
daer	daar	Adv(dem)
bedreven	bedrijven	V(participle,past)
groote	groot	Adj()
pracht	pracht	N(sing)
met	met	Adp()
vlagghen	vlaag	N(plu)
en	en	Conj(coord)
topstanders	offerande+te	N(sing)
uut	uit	Adp()
aller	al	Num(indef)
macht	macht	N(sing)
een	een	Art(indef)
cat	kat	n(sing)
was	zijn	v(fin,past,aux_cop)
daerin	daarin	pronadv(dem)
gheseten	zitten	v(participle,past)
tot	tot	Adp()
spijt	spijt	N(sing)
van	van	adp()
de	de	art(def)
vlissinghers	vlissingen	N(prop)
veracht	verachten	v(participle,past)
dat	dat	Conj(subord)
sy	zij	Pron(pers,3,plu)
de	de	Art(def)
worst	worst	N(sing)
souden	zullen	v(fin,past,aux_cop)
eten	eten	v(infin)
als	als	conj(subord)
dese	deze	pron(dem)
schepen	schip	n(plu)
waren	zijn	v(fin,past,aux_cop)
bereyt	bereiden	V(participle,past)
capiteyn	kapitein	n(plu)
worst	worst	N(sing)
nam	nemen	v(fin,past,lex)
een	een	art(indef)
afscheydt	afsteken	n(sing)
de	de	art(def)
catte	kat	n(sing)
woude	willen	V(fin,past,aux_cop)
hy	hij	Pron(pers,3,sing)
verwachten	verwachten	V(infin)
hy	hij	Pron(pers,3,sing)
heeft	hebben	V(fin,pres,aux_cop)
tot	tot	Adp()
die	de	Art(def)
weerdinne	waardige	n(plu)
geseyt	zeggen	v(participle,past)
na	na	adp()
den	de	Art(def)
capiteyn	kapitein	n(sing)
mach	mogen	V(fin,pres,aux_cop)
ick	ik	Pron(pers,1,sing)
niet	niet	Adv(neg)
wachten	wachten	V(infin)
capiteyn	kapitein	N(sing)
worst	worst	N(sing)
was	zijn	V(fin,past,aux_cop)
seer	zeer	adv(gener)
wel	wel	adv(gener)
bedacht	bedenken	V(participle,past)
hy	hij	Pron(pers,3,sing)
heeft	hebben	V(fin,pres,aux_cop)
de	de	Art(def)
werdinne	waardin	n(sing)
een	een	art(indef)
brief	brief	N(sing)
ghebracht	brengen	v(participle,past)
op	op	adp()
dattet	dat+het	conj(subord)+pron(pers,3,sing)
soude	zullen	v(fin,past,aux_cop)
comen	komen	v(infin)
int	het+in	art(def)+adp()
openbaren	openbaren	v(infin)
dat	dat	Conj(subord)
hy	hij	Pron(pers,3,sing)
den	de	Art(def)
ammirael	admiraal	N(sing)
hadde	hebben	v(fin,past,aux_cop)
toegherust	doorbrengen	art(def)+n(sing)
na	na	Adp()
vlissinghen	vlissingen	N(prop)
is	zijn	V(fin,pres,aux_cop)
hy	hij	Pron(pers,3,sing)
ghevaren	varen	V(participle,past)
het	het	Art(def)
gheschiede	geschieden	v(fin,past,lex)
in	in	adp()
eenen	een	art(indef)
corten	kort	adj()
tijt	tijd	n(sing)
hoe	hoe	adv(inter)
dat	dat	art(def)
thantwerpen	te+antwerpen	Adp()+N(prop
quam	komen	v(fin,past,lex)
een	een	art(indef)
groot	groot	adj()
gecrijt	gekrijt	v(participle,past)
van	van	Adp()
alsoo	alzo	Adv(gener)
droeven	droef	V(infin)
maren	mare	N(plu)
hoe	hoe	adv(inter)
dat	dat	Conj(subord)
capiteyn	kapitein	n(sing)
worst	worst	N(sing)
haren	haar	Pron(poss)
vyant	vijand	N(sing)
na	na	Adp()
vlissinghen	vlissingen	N(prop)
was	zijn	v(fin,past,aux_cop)
ghevaren	varen	V(participle,past)
de	de	art(def)
vlissingers	vlissingen	N(prop)
hebben	hebben	V(fin,pres,aux_cop)
haer	haar	pron(poss)
toegerust	toezenden	v(fin,pres,lex)
de	de	Art(def)
cat	kat	n(sing)
te	te	Adp()
verwachten	verwachten	v(infin)
met	met	Adp()
aller	al	Num(indef)
lust	lust	N(sing)
op	op	Adp()
de	de	Art(def)
schelde	schelde	N(sing)
zijn	zijn	V(fin,pres,aux_cop)
sy	zij	Pron(pers,3,plu)
ghetoghen	tuigen	V(participle,past)
of	of	Conj(coord)
de	de	art(def)
catte	kat	n(sing)
mocht	mogen	V(fin,past,aux_cop)
zijn	zijn	Pron(poss)
belust	belust	N(sing)
want	want	Conj(coord)
het	het	pron(pers,3,sing)
was	zijn	v(fin,past,aux_cop)
in	in	adp()
haer	haar	pron(poss)
vermoghen	vermogen	N(sing)
de	de	Art(def)
catte	kat	n(sing)
tooch	togen	Adj()
uut	uit	Adp()
met	met	Adp()
aller	al	Num(indef)
pracht	pracht	N(sing)
om	om	Adp()
de	de	Art(def)
worst	worst	N(sing)
te	te	adp()
crijghen	krijgen	v(infin)
met	met	adp()
al	al	Num(indef)
haer	haar	Pron(poss)
macht	macht	N(sing)
godt	god	N(sing)
weet	weten	V(fin,pres,lex)
hoe	hoe	Adv(inter)
sy	zij	Pron(pers,3,plu)
zijn	zijn	V(fin,pres,aux_cop)
ghevaren	varen	V(participle,past)
doe	toen	Adv(dem)
sy	zij	pron(pers,3,plu)
quamen	komen	v(fin,past,lex)
ter	de+te	Adp()+Art(def)
halver	half	n(sing)
schelt	schild	n(sing)
dat	dat	pron(dem)
werden	worden	V(fin,past,aux_cop)
sy	zij	pron(pers,3,plu)
wel	wel	adv(gener)
gheware	gewaar	Adj()
de	de	art(def)
worst	worst	n(sing)
die	die	pron(rel)
lach	liggen	v(fin,past,lex)
daer	daar	adv(dem)
wel	wel	adv(gener)
seer	zeer	adv(gener)
heet	heet	v(fin,pres,aux_cop)
tot	tot	adp()
vechten	vechten	n(sing)
was	zijn	V(fin,past,aux_cop)
sy	zij	pron(pers,3,sing)
wel	wel	Adv(gener)
bereet	bereiden	Adj()
met	met	adp()
ketten	kat	N(plu)
end	en	Conj(coord)
oock	ook	Adv(gener)
met	met	Adp()
clooten	kloppen	N(plu)
dat	dat	conj(subord)
de	de	art(def)
catte	kat	n(sing)
den	de	art(def)
brandt	brand	N(sing)
verdroot	verdrieten	v(fin,past,lex)
so	zo	Adv(resum)
heeft	hebben	v(fin,pres,aux_cop)
die	de	art(def)
worst	worst	N(sing)
gheschooten	geslacht	n(plu)
die	de	pron(rel)
worst	worst	v(fin,past,aux_cop)
brande	brand	n(sing)
daer	daar	adv(dem)
met	met	Adp()
sulcken	zulk	Pron(dem)
cracht	kracht	N(sing)
dat	dat	Conj(subord)
de	de	art(def)
catte	kat	n(sing)
was	zijn	v(fin,past,aux_cop)
seer	zeer	adv(gener)
qualick	kwalijk	adv(gener)
bedacht	bedenken	V(participle,past)
haer	haar	Pron(poss)
halve	half	adj()
jongen	jong	N(plu)
zijn	zijn	V(fin,pres,aux_cop)
na	na	Adp()
berghen	berg	N(plu)
gheweken	wijken	V(participle,past)
daer	daar	Adv(dem)
is	zijn	V(fin,pres,aux_cop)
de	de	art(def)
worst	worst	N(sing)
met	met	Adp()
aller	al	Num(indef)
macht	macht	N(sing)
de	de	Art(def)
jonghe	jong	n(plu)
catten	kat	N(plu)
na	na	adp()
ghestreken	strijken	V(participle,past)
nu	nu	adv(dem)
rade	raad	V(fin,pres,lex)
ick	ik	Pron(pers,1,sing)
alle	al	Num(indef)
catten	kat	N(plu)
stout	stout	adj()
dat	dat	Conj(subord)
sy	zij	Pron(pers,3,plu)
niet	niet	Adv(neg)
en	ne	Adv(neg)
comen	komen	v(fin,pres,lex)
so	zo	adv(resum)
bout	boud	adj()
om	om	adp()
de	de	art(def)
worsten	woord	n(plu)
te	te	Adp()
verslinden	verslinden	v(infin)
want	want	Conj(coord)
sy	zij	Pron(pers,3,plu)
zijn	zijn	V(fin,pres,aux_cop)
daer	daar	Adv(dem)
de	de	Art(def)
catten	kat	n(plu)
te	te	adp()
sout	zout	n(sing)
dat	dat	pron(dem)
sullen	zullen	v(fin,pres,aux_cop)
sy	zij	Pron(pers,3,plu)
wel	wel	Adv(gener)
bevinden	bevinden	V(infin)
